68.563,2.414,56.188,9.748,0.728
103.313,2.329,90.963,9.769,0.484
78.355,2.448,65.854,9.831,0.638
71.656,2.378,59.025,10.024,0.698
81.377,2.421,68.542,10.184,0.613
74.671,2.382,61.747,10.295,0.669
78.822,2.358,65.854,10.388,0.633
80.404,2.44,67.081,10.644,0.621
84.105,2.492,70.682,10.697,0.594
83.434,2.496,69.788,10.907,0.598
81.476,2.46,67.689,11.094,0.613
76.592,2.487,62.728,11.137,0.651
76.819,2.481,62.74,11.355,0.650
129.591,2.493,115.223,11.631,0.385
81.446,2.445,67.329,11.43,0.613
75.258,2.51,60.604,11.894,0.663
80.747,2.526,66.093,11.888,0.618
62.955,2.613,47.74,12.355,0.794
85.375,2.487,70.506,12.133,0.584
77.572,2.556,62.464,12.302,0.644
71.917,2.572,56.244,12.812,0.694
80.938,2.507,65.486,12.691,0.617
81.461,2.483,66.044,12.689,0.613
72.619,2.606,56.647,13.115,0.688
77.759,2.52,62.036,12.967,0.643
108.651,2.595,92.496,13.294,0.460
83.874,2.541,67.985,13.107,0.596
87.01,2.536,70.613,13.577,0.574
83.998,2.581,67.61,13.551,0.595
65.275,2.572,48.401,14.023,0.765
83.813,2.58,67.211,13.766,0.596
80.418,2.61,63.559,13.984,0.622
79.565,2.675,62.198,14.438,0.628
70.066,2.634,52.534,14.629,0.713
85.519,2.579,68.324,14.362,0.585
80.875,2.606,63.404,14.602,0.618
87.625,2.64,69.869,14.822,0.569
105.306,2.596,87.558,14.89,0.474
87.196,2.631,69.452,14.859,0.572
86.404,2.618,68.379,15.141,0.578
94.826,2.649,76.501,15.387,0.527
74.233,2.704,55.473,15.787,0.673
90.02,2.713,71.551,15.53,0.555
77.053,2.721,57.797,16.263,0.648
76.104,2.722,56.753,16.36,0.657
75.195,2.788,55.56,16.583,0.664
85.248,2.702,65.785,16.513,0.586
74.149,2.76,54.424,16.707,0.673
100.081,2.683,80.569,16.548,0.500
85.894,2.737,65.593,17.313,0.582
91.555,2.61,71.982,16.679,0.546
78.533,2.762,57.893,17.603,0.636
76.926,2.779,56.214,17.658,0.650
80.773,2.772,60.056,17.673,0.618
92.596,2.693,72.176,17.475,0.539
94.54,2.71,73.849,17.707,0.528
107.163,2.877,85.543,18.477,0.466
91.308,2.691,70.488,17.84,0.546
93.805,2.775,72.65,18.113,0.532
80.81,2.807,58.861,18.855,0.618
99.154,2.76,77.565,18.541,0.504
95.758,2.796,73.408,19.246,0.522
89.055,2.857,66.582,19.353,0.561
95.354,2.817,73.147,19.1,0.524
111.227,2.848,88.298,19.792,0.449
98.012,2.785,75.661,19.269,0.510
84.765,2.937,61.444,20.11,0.589
82.038,2.848,58.755,20.139,0.608
84.138,2.878,60.609,20.349,0.594
97.296,2.854,73.941,20.216,0.514
87.72,2.894,63.833,20.707,0.570
86.22,2.954,61.838,21.123,0.580
131.534,2.917,107.382,20.936,0.380
92.275,2.932,67.523,21.486,0.542
90.942,2.97,66.016,21.669,0.549
