49.899,26.015,17.077,6.748,1.000
28.287,13.824,10.841,3.577,1.764
23.618,9.5,11.691,2.376,2.113
26.273,7.107,17.173,1.918,1.899
30.416,5.767,22.843,1.705,1.641
30.043,5.201,23.468,1.289,1.661
30.051,4.791,24.104,1.072,1.660
24.024,3.584,19.384,0.957,2.077
24.465,3.248,20.262,0.879,2.040
23.357,3.015,19.398,0.858,2.136
24.577,2.718,21.061,0.71,2.030
17.938,2.87,14.3,0.667,2.782
22.47,2.324,19.404,0.632,2.221
23.327,2.211,20.402,0.602,2.139
21.03,2.085,18.264,0.56,2.373
12.686,2.19,9.832,0.546,3.933
25.776,1.881,23.264,0.5,1.936
16.943,1.81,14.494,0.503,2.945
23.702,1.929,21.152,0.484,2.105
14.306,1.88,11.803,0.464,3.488
20.39,1.841,17.96,0.454,2.447
14.657,1.597,12.417,0.484,3.404
14.633,1.7,12.35,0.43,3.410
24.174,1.704,21.872,0.446,2.064
22.611,1.576,20.413,0.467,2.207
21.036,1.574,18.848,0.444,2.372
23.175,1.541,21.074,0.403,2.153
19.194,1.413,17.174,0.429,2.600
17.901,1.403,15.883,0.441,2.787
18.447,1.389,16.45,0.423,2.705
14.683,1.414,12.67,0.42,3.398
13.976,1.477,11.905,0.412,3.570
21.594,1.454,19.526,0.436,2.311
21.423,1.406,19.415,0.42,2.329
15.66,1.454,13.598,0.417,3.186
13.289,1.402,11.296,0.418,3.755
24.816,1.43,22.746,0.448,2.011
13.363,1.432,11.287,0.451,3.734
18.933,1.346,16.943,0.448,2.636
21.534,1.415,19.479,0.448,2.317
13.483,1.409,11.423,0.462,3.701
20.045,1.409,17.97,0.469,2.489
17.18,1.333,15.191,0.464,2.904
18.139,1.385,16.079,0.479,2.751
29.485,1.425,27.379,0.48,1.692
19.278,1.419,17.182,0.488,2.588
23.364,1.485,21.208,0.473,2.136
18.561,1.421,16.401,0.544,2.688
24.686,1.378,22.59,0.525,2.021
19.799,1.437,17.64,0.522,2.520
24.875,1.473,22.664,0.54,2.006
15.845,1.473,13.66,0.521,3.149
13.306,1.467,11.116,0.531,3.750
16.804,1.513,14.523,0.565,2.969
22.238,1.485,19.963,0.595,2.244
20.696,1.483,18.464,0.564,2.411
24.092,1.539,21.802,0.567,2.071
20.166,1.5,17.893,0.584,2.474
18.133,1.535,15.8,0.61,2.752
19.132,1.498,16.844,0.605,2.608
14.574,1.535,12.244,0.611,3.424
18.389,1.558,16.004,0.629,2.714
24.809,1.647,22.322,0.644,2.011
20.342,1.638,17.885,0.624,2.453
17.349,1.65,14.855,0.646,2.876
26.417,1.64,23.927,0.656,1.889
25.908,1.683,23.355,0.659,1.926
26.854,1.635,24.377,0.636,1.858
29.073,1.597,26.596,0.682,1.716
37.215,1.632,34.703,0.672,1.341
24.375,1.644,21.823,0.714,2.047
26.817,1.641,24.24,0.719,1.861
30.232,1.573,27.632,0.803,1.651
34.938,1.581,32.23,0.916,1.428
63.321,1.578,60.542,0.997,0.788
