35.934,26.265,5.245,4.365,1.000
20.913,15.009,3.457,2.406,1.718
14.217,9.505,3.013,1.648,2.528
12.084,7.045,3.798,1.18,2.974
12.982,5.75,6.1,1.065,2.768
11.976,4.803,6.257,0.847,3.001
11.215,4.159,6.203,0.752,3.204
12.234,3.595,7.894,0.651,2.937
11.136,3.453,6.945,0.663,3.227
11.643,3.444,7.543,0.581,3.086
9.175,2.728,5.846,0.519,3.917
7.539,2.527,4.438,0.481,4.766
8.497,2.327,5.612,0.45,4.229
7.324,2.212,4.577,0.431,4.906
7.848,2.344,4.971,0.413,4.579
7.14,2.057,4.587,0.377,5.033
7.846,1.894,5.447,0.377,4.580
5.427,1.82,3.114,0.355,6.621
6.303,1.809,3.99,0.368,5.701
6.675,1.705,4.473,0.347,5.383
8.289,1.841,5.975,0.339,4.335
7.694,1.807,5.405,0.332,4.670
5.55,1.6,3.475,0.317,6.475
5.638,1.516,3.662,0.304,6.374
4.718,1.485,2.754,0.315,7.616
5.175,1.665,3.024,0.319,6.944
6.498,1.451,4.582,0.302,5.530
4.675,1.427,2.778,0.303,7.686
6.8,1.546,4.775,0.304,5.284
7.473,1.411,5.584,0.301,4.809
5.281,1.526,3.276,0.295,6.804
6.214,1.537,4.201,0.286,5.783
7.382,1.415,5.475,0.297,4.868
5.697,1.511,3.709,0.292,6.308
5.034,1.463,3.034,0.336,7.138
7.308,1.449,5.354,0.312,4.917
6.32,1.471,4.326,0.319,5.686
6.81,1.427,4.857,0.323,5.277
8.07,1.416,6.091,0.353,4.453
6.755,1.407,4.816,0.337,5.320
6.488,1.464,4.49,0.339,5.539
7.395,1.439,5.407,0.349,4.859
12.147,1.399,10.196,0.354,2.958
6.687,1.431,4.696,0.357,5.374
8.667,1.446,6.661,0.348,4.146
6.955,1.427,4.959,0.369,5.167
6.79,1.419,4.79,0.383,5.292
7.471,1.474,5.389,0.402,4.810
5.043,1.396,3.061,0.386,7.126
7.165,1.467,5.09,0.398,5.015
6.772,1.452,4.689,0.414,5.306
11.723,1.462,9.643,0.414,3.065
6.095,1.488,3.989,0.411,5.896
6.682,1.488,4.569,0.422,5.378
10.174,1.557,7.981,0.43,3.532
7.571,1.555,5.377,0.438,4.746
5.846,1.556,3.637,0.447,6.147
8.195,1.55,5.985,0.456,4.385
8.162,1.526,5.964,0.465,4.403
8.004,1.594,5.747,0.463,4.490
5.683,1.56,3.443,0.479,6.323
9.256,1.645,6.932,0.48,3.882
7.176,1.681,4.792,0.491,5.008
10.738,1.619,8.422,0.48,3.346
11.133,1.601,8.854,0.463,3.228
15.623,1.634,13.308,0.48,2.300
21.883,1.648,19.546,0.482,1.642
19.434,1.568,17.169,0.492,1.849
14.602,1.573,12.302,0.516,2.461
13.597,1.635,11.286,0.475,2.643
21.325,1.591,18.957,0.564,1.685
32.042,1.584,29.645,0.602,1.121
16.25,1.636,13.772,0.642,2.211
19.143,1.584,16.674,0.673,1.877
24.485,1.656,21.831,0.788,1.468
22.088,1.579,19.448,0.842,1.627
24.002,1.591,21.341,0.856,1.497
19.632,1.588,16.939,0.887,1.830
33.765,1.598,31.025,0.928,1.064
21.93,1.584,19.082,1.036,1.639
18.044,1.593,15.169,1.061,1.991
39.331,1.636,36.449,1.015,0.914
15.969,1.642,12.928,1.181,2.250
22.338,1.615,19.279,1.219,1.609
13.46,1.681,10.395,1.144,2.670
18.324,1.635,15.246,1.222,1.961
20.959,1.672,17.708,1.352,1.714
16.889,1.736,13.567,1.36,2.128
21.507,1.67,18.056,1.553,1.671
21.376,1.671,17.921,1.558,1.681
19.724,1.625,16.232,1.633,1.822
33.037,1.616,29.292,1.888,1.088
30.607,1.728,26.86,1.795,1.174
38.385,1.596,34.533,2.021,0.936
41.633,1.633,37.659,2.094,0.863
31.461,1.58,27.528,2.121,1.142
25.967,1.658,21.898,2.167,1.384
43.798,1.683,39.595,2.267,0.820
45.404,1.657,41.104,2.376,0.791
40.095,1.671,35.785,2.4,0.896
31.235,1.668,26.859,2.469,1.150
23.554,1.729,19.195,2.372,1.526
26.8,1.733,22.317,2.491,1.341
41.559,1.787,36.984,2.539,0.865
33.63,1.688,28.938,2.76,1.069
54.043,1.826,49.102,2.867,0.665
41.159,1.832,36.163,2.923,0.873
36.54,1.666,31.673,2.958,0.983
25.687,1.869,20.652,2.919,1.399
29.75,1.761,24.768,2.985,1.208
28.939,1.789,23.845,3.068,1.242
44.836,1.916,39.496,3.176,0.801
53.574,1.897,48.083,3.349,0.671
40.638,1.952,35.055,3.373,0.884
38.433,1.758,32.875,3.564,0.935
97.962,1.872,92.279,3.552,0.367
48.305,1.889,42.458,3.723,0.744
31.373,1.864,25.594,3.674,1.145
35.359,1.925,29.264,3.927,1.016
40.711,1.783,34.703,3.984,0.883
44.121,2.001,37.913,3.978,0.814
62.102,2.049,55.751,4.068,0.579
40.83,1.958,34.369,4.252,0.880
42.67,1.959,36.181,4.296,0.842
45.006,1.962,38.364,4.437,0.798
34.262,2.128,27.549,4.362,1.049
38.458,2.049,31.563,4.628,0.934
34.173,2.087,27.368,4.5,1.052
39.135,2.055,32.128,4.735,0.918
43.189,2.157,36.014,4.801,0.832
51.436,2.067,44.171,4.982,0.699
31.564,2.134,24.357,4.856,1.138
41.376,2.175,33.928,5.062,0.868
29.359,2.159,21.8,5.192,1.224
43.114,2.077,35.392,5.426,0.833
45.547,2.08,37.838,5.418,0.789
51.299,2.091,43.581,5.407,0.700
49.43,2.089,41.523,5.606,0.727
43.706,2.046,35.835,5.599,0.822
39.667,2.193,31.632,5.634,0.906
55.704,2.139,47.414,5.937,0.645
36.121,2.14,27.849,5.915,0.995
47.56,2.118,39.262,5.965,0.756
47.34,2.092,38.887,6.146,0.759
46.284,2.149,37.739,6.186,0.776
46.33,2.115,37.578,6.43,0.776
56.556,2.185,47.587,6.569,0.635
51.726,2.149,42.827,6.531,0.695
56.918,2.118,47.987,6.588,0.631
37.599,2.133,28.589,6.663,0.956
48.798,2.193,39.488,6.893,0.736
44.014,2.118,34.628,7.046,0.816
29.904,2.237,20.388,7.07,1.202
53.996,2.153,44.53,7.1,0.665
54.196,2.171,44.48,7.317,0.663
44.916,2.158,35.15,7.383,0.800
56.268,2.261,46.254,7.524,0.639
40.398,2.276,30.344,7.565,0.889
66.995,2.235,56.662,7.867,0.536
55.805,2.266,45.299,8.008,0.644
127.332,2.172,116.977,7.957,0.282
53.161,2.289,42.505,8.146,0.676
62.018,2.21,51.452,8.141,0.579
45.066,2.252,34.325,8.264,0.797
42.372,2.303,31.335,8.516,0.848
58.241,2.309,47.094,8.603,0.617
54.196,2.32,42.928,8.734,0.663
47.864,2.339,36.403,8.91,0.751
54.695,2.279,43.188,8.992,0.657
47.569,2.322,35.886,9.123,0.755
88.005,2.33,75.978,9.455,0.408
55.549,2.374,43.626,9.31,0.647
52.325,2.404,40.125,9.551,0.687
134.614,2.317,122.356,9.701,0.267
53.644,2.438,41.127,9.827,0.670
56.417,2.442,43.765,9.973,0.637
76.353,2.347,63.658,10.102,0.471
53.913,2.42,40.883,10.365,0.667
61.01,2.326,48.016,10.413,0.589
49.79,2.479,36.633,10.437,0.722
52.061,2.469,38.706,10.628,0.690
55.453,2.535,41.801,10.865,0.648
140.674,2.455,126.914,11.056,0.255
54.58,2.499,40.557,11.264,0.658
52.837,2.49,38.789,11.283,0.680
49.136,2.564,34.638,11.664,0.731
54.63,2.477,40.363,11.523,0.658
59.816,2.533,45.517,11.511,0.601
58.498,2.463,44.064,11.698,0.614
61.36,2.522,46.609,11.976,0.586
56.346,2.478,41.589,12.011,0.638
59.905,2.506,44.788,12.339,0.600
45.561,2.603,30.103,12.574,0.789
55.694,2.505,40.468,12.442,0.645
68.281,2.584,52.549,12.867,0.526
57.324,2.472,41.8,12.769,0.627
44.433,2.581,28.492,13.08,0.809
108.497,2.552,92.452,13.206,0.331
53.854,2.54,37.934,13.094,0.667
62.164,2.572,46.207,13.107,0.578
90.413,2.548,74.279,13.293,0.397
58.449,2.527,42.027,13.609,0.615
53.604,2.541,37.019,13.748,0.670
62.089,2.537,45.54,13.726,0.579
65.404,2.586,48.68,13.84,0.549
63.019,2.582,45.971,14.175,0.570
72.955,2.627,55.446,14.596,0.493
57.987,2.573,40.72,14.41,0.620
53.298,2.643,35.828,14.544,0.674
69.731,2.632,52.004,14.819,0.515
64.876,2.657,47.074,14.85,0.554
